codigo,descripcion,imputable
21404,Impuesto a los Ingresos Brutos a Pagar,True
21405,AFIP - IVA a pagar,True
21406,Ganancia Minima Presunta a pagar,True
21407,Tasa de Seguridad e Higiene a pagar,True
21408,BP Acciones y Participaciones a pagar,True
21409,Impuestos Municipales a Pagar,True
21410,Intereses Negativos a Devengar,True
21411,IVA Débito Fiscal Tarjetas,True
21501,Dividendos en Efectivo a Pagar,True
21502,Honorarios Director a pagar,True
21503,Honorarios Profesionales a pagar,True
21504,Aportes Accionistas,True
21601,Anticipo de Clientes,True
21602,Seguro De Sepelio a pagar,True
21603,Fondo Convenio a pagar,True
21604,Cont. Solidaria a pagar,True
21605,Cuota Sindical a pagar,True
21702,Cont. Especial a pagar,True
21703,Prestamos Bancarios,True
21704,Prestamos Financieros de terceros,True
21705,Cheques Emitidos Pendientes de Debito,True
21706,Documentos a Pagar,True
21800,Provisión Imp. a las Ganancias,True
22200,Planes de Facilidades de Pago a pagar,True
22201,Planes de Facilidades ARBA a pagar,True
22202,Planes de Facilidades MUNICIP a pagar,True
22566,Cheques EMITIDOS,True
31100,Capital Social,True
31200,Aportes Irrevocables,True
31201,Ajustes al Capital,True
32100,Primas de Emisión,True
32200,Descuentos de Emisión,True
33100,Reserva Legal,True
33201,Reserva Estatutaria,True
33202,Reserva Facultativa,True
33203,Remedicion de Activos RT 48,True
34100,Resultados No Asignados,True
34200,Ajustes Resultados de Ejercicios Anteriores,True
34300,Resultado del Ejercicio,True
41100,Ventas de Servicios de Exp de Bebidas,True
41101,Ventas de otros servicios,True
41102,Ventas de Servicios de Publicidad,True
41200,Ventas de Servicios de Exp de Comidas,True
41300,Servicios de Publicidad,True
41302,Ventas de otros servicios,True
41400,Descuentos Obtenidos,True
41500,Intereses Cobrados,True
41600,Ganancia por Tenencia,True
41700,Otros Ingresos,True
41801,Resultado por Tenencia,True
41802,Comisiones Ganadas,True
41803,Venta de Bienes de Uso,True
41804,Resultado por Tenencia FIMA,True
41805,Comisiones Pagadas s/Ventas,True
42100,Costo de las Mercaderias Vendidas,True
42101,Gastos de Obra y Remodelacion,True
42102,Gastos de Mantenimiento,True
42201,Sueldos y Jornales,True
42202,S.A.C.,True
42203,Cargas Sociales,True
42204,Gastos Generales,True
42205,Honorarios,True
42206,ART,True
42207,Contribucion Sindicato,True
42208,Seguro de Vida Colectivo,True
42401,Publicidad y Propaganda,True
42402,Gastos Vasos y Vajilla,True
42403,Fletes y Acarreos,True
42404,Gastos de Seguridad Privada,True
42405,Impuestos sobre los Ingresos Brutos,True
42406,Gastos Hielo,True
42407,Amortizaciones,True
42408,Tasa de Seguridad e Higiene,True
42409,Impuestos Municipales Varios,True
42410,Impuesto a las Ganancias,True
42411,Gastos Varios del Personal,True
42412,Gastos de Gas,True
42413,Gastos de Librería y Papeleria,True
42414,Gastos de Energía Eléctrica,True
42416,Gastos de Mant. Equipos de Comp,True
42417,Gastos Servicio Privado de Salud,True
42418,Gastos Art. de Limpieza,True
42419,Gastos de Delivery,True
42420,Gastos de Movilidad Rodados,True
42421,Seguros Pagados,True
42422,Alquileres Pagados,True
42423,Gastos de Teléfonia e Internet,True
42424,Gastos de Alarmas,True
42427,Comsiones de Tarjetas,True
42428,Fondo de Promocion Turistica,True
42429,Gastos de Software,True
42430,Gastos Recolección de residuos,True
42431,Gastos Posnet,True
42432,Honorarios Profesionales,True
42433,Gastos Obras Sanitarias,True
42501,Gastos y Comisiones Bancarias,True
42502,Intereses Resarcitorios,True
42503,SADAIC,True
42504,Intereses Punitorios,True
42505,Intereses Negativos,True
42506,Impuesto a los Debitos,True
42507,Impuesto a los Creditos,True
42508,Intereses Bancarios,True
42509,Gastos y Comisiones Tarjetas de Credito,True
42510,Gastos Servicios cloacales,True
42511,Gastos Marketing,True
42512,Gastos de Sellado,True
42600,Otros Gastos,True
42601,Resultado por la baja de bienes,True
42602,Ajuste por Redondeos,True
42603,Multas Varias,True
42700,Resultado por Exposición a la Inflación,True
42701,Comisiones Pagadas s/Ventas,True
